recommendationid,clean_sentence,tokenized_sentence,voted_up,order,informative,heuristic,RoBERTa-Twitter_sentiment,RoBERTa-Twitter_score,VADER_sentiment,VADER_score,Sarcasm_Prob,RoBERTa-Twitter_score_standardized,VADER_score_standardized,sentence_count,RoBERTa-Twitter_sentiment_mode,VADER_sentiment_mode,new_RoBERTa-Twitter_score,vader_remapped_sentiment_classification,roberta_remapped_sentiment_classification,tokenized_sentence_no_punct,clean_sentence_no_punct,constructive,constructive_probability
44799665.0,game could use elements periodic chart stranger materials dont explanation lore considering whole tries pose mysterious feels like clutter,the game could use more elements from the periodic chart the stranger materials dont have any explanation about it and the lore considering as a whole tries to pose as mysterious but it feels like clutter,1.0,5.0,1.0,"[""[('U',)]""]",TBD,0.65549344,TBD,0.5023,0.0961056947708129,-0.0215964739209618,0.5092569237754125,1.0,Negative,Positive,-0.65549344,Positive,Negative,the game could use more elements from the periodic chart the stranger materials dont have any explanation about it and the lore considering as a whole tries to pose as mysterious but it feels like clutter,game could use elements periodic chart stranger materials dont explanation lore considering whole tries pose mysterious feels like clutter,1,0.5852768927975761
24887784.0,another thing need know game joystick compatiblethe reason simulatorreal flight controls easy control wired xbox controller playstation controller,another thing you need to know is that this game is not joystick compatiblethe reason why is because this is not a simulatorreal flight controls and can be easy to control just with a wired xbox controller or playstation controller,1.0,1.0,1.0,"[""[('U',)]""]",TBD,0.67958903,TBD,0.3361,0.0550807118415832,0.0519665640289734,0.3415729203450539,1.0,Negative,Positive,-0.67958903,Positive,Negative,another thing you need to know is that this game is not joystick compatiblethe reason why is because this is not a simulatorreal flight controls and can be easy to control just with a wired xbox controller or playstation controller,another thing need know game joystick compatiblethe reason simulatorreal flight controls easy control wired xbox controller playstation controller,1,0.6807868094933361
62407586.0,tutorials game way much. heard game relaxing game forces hours tutorials get relaxing part,the tutorials in this game are way too much. i had heard that this game is relaxing but the game forces you to go through hours of tutorials just to get to the relaxing part,0.0,0.5,1.0,"[""[('U',)]""]",TBD,0.618509815,TBD,0.3753,0.5348590314388275,-0.1345062557275567,0.3811229380013117,2.0,Negative,Neutral,-0.618509815,Positive,Negative,the tutorials in this game are way too much i had heard that this game is relaxing but the game forces you to go through hours of tutorials just to get to the relaxing part,tutorials game way much heard game relaxing game forces hours tutorials get relaxing part,1,0.9478996499511481
25166602.0,three intelligent alien species essentially give things cant use,there are only three intelligent alien species that are essentially the same and give you the same things that you cant use after a while,0.0,5.0,1.0,"[""[('U',)]""]",TBD,0.5806274,TBD,0.4588,0.4416573047637939,-0.2501600136260018,0.4653685113252281,1.0,Negative,Positive,-0.5806274,Positive,Negative,there are only three intelligent alien species that are essentially the same and give you the same things that you cant use after a while,three intelligent alien species essentially give things cant use,1,0.8451298344803224
25005573.0,controlls clunky hold instead click combat atrocious best,the controlls are clunky with hold instead of click and the combat is atrocious at best,0.0,2.0,1.0,"[""[('U',)]""]",TBD,0.935406,TBD,0.4215,0.1113640069961547,0.8329672978706195,0.4277354588104727,1.0,Negative,Positive,-0.935406,Positive,Negative,the controlls are clunky with hold instead of click and the combat is atrocious at best,controlls clunky hold instead click combat atrocious best,1,0.6119755078792113
36943608.0,game litle story game doesnt exceed fps computer made human race game grindy game worth however nice game play want sit back relax,this game has very litle story this game doesnt exceed 20 fps on any computer made by the human race this game is very grindy and this game is not worth 60 however it is a very nice game to play when you want to sit back and relax,1.0,1.0,1.0,"[""[('G',)]""]",TBD,0.5108213,TBD,0.7922,0.0652315020561218,-0.4633829103766507,0.794601115970442,1.0,Negative,Positive,-0.5108213,Positive,Negative,this game has very litle story this game doesnt exceed 20 fps on any computer made by the human race this game is very grindy and this game is not worth 60 however it is a very nice game to play when you want to sit back and relax,game litle story game doesnt exceed fps computer made human race game grindy game worth however nice game play want sit back relax,1,0.641700390691962
63947562.0,survival permanent death add much value players experience. get hang survival permanent death easy since literally survival respawning,survival and permanent death add so much value to your players experience. and after you get the hang of survival permanent death is easy since its literally survival the same just no respawning,1.0,4.5,1.0,"[""[('G',)]""]",TBD,0.6022575,TBD,-0.39735,0.722114622592926,-0.1847307572429447,-0.4013472075604484,2.0,Neutral,Negative,0.2695952,Negative,Positive,survival and permanent death add so much value to your players experience and after you get the hang of survival permanent death is easy since its literally survival the same just no respawning,survival permanent death add much value players experience get hang survival permanent death easy since literally survival respawning,1,0.7647990035971958
25267134.0,fun started boring,had fun for a while then it started to be boring and the same,0.0,0.0,1.0,"[""[('G',)]""]",TBD,0.75519186,TBD,0.25,0.6805535554885864,0.2813372628861219,0.2494847433770672,1.0,Negative,Positive,-0.75519186,Positive,Negative,had fun for a while then it started to be boring and the same,fun started boring,1,0.7647489508258006
24874016.0,takes thing liked game tried make game around exploration side instead way around. saves planet side every launch ground consumes resources would preferred save space waste resources feels like nit picking,this takes the only thing i liked about that game and tried to make a game around the exploration side instead of the other way around. the saves are planet side and every launch off ground consumes resources would have preferred to save in space to not waste resources but eh that feels like nit picking,1.0,7.5,1.0,"[""[('G',)]""]",TBD,0.49072665,TBD,0.64585,0.2008321583271026,-0.5246214295732953,0.6474639320363947,2.0,Negative,Positive,-0.27706275,Positive,Negative,this takes the only thing i liked about that game and tried to make a game around the exploration side instead of the other way around the saves are planet side and every launch off ground consumes resources would have preferred to save in space to not waste resources but eh that feels like nit picking,takes thing liked game tried make game around exploration side instead way around saves planet side every launch ground consumes resources would preferred save space waste resources feels like nit picking,1,0.8444291228887635
25316551.0,updated card. fun become repetitive good chunk time playing. new additions normal play mode dont add much. given enough time build survival mode rate,updated my card. can be fun but does become repetitive now that i have had a good chunk of time playing it. the new additions to normal play mode dont add much. i have not given enough time to build and survival mode to rate,0.0,10.25,1.0,"[""[('G',)]""]",TBD,0.678733415,TBD,0.2577,0.3068887293338775,0.0483298727659607,0.2572261599557633,4.0,Negative,Neutral,-0.497978665,Positive,Negative,updated my card can be fun but does become repetitive now that i have had a good chunk of time playing it the new additions to normal play mode dont add much i have not given enough time to build and survival mode to rate,updated card fun become repetitive good chunk time playing new additions normal play mode dont add much given enough time build survival mode rate,1,0.9254393384449981
25826780.0,like playing screensaver beautiful look little story interaction feel left alone galaxy running around planets aimlessly,its like playing a screensaver beautiful to look at but with very little story interaction you feel left alone in a galaxy running around planets aimlessly,0.0,8.0,1.0,"[""[('G',)]""]",TBD,0.7562763,TBD,0.2732,0.4900674223899841,0.2846420977430417,0.2728095309908007,1.0,Negative,Positive,-0.7562763,Positive,Negative,its like playing a screensaver beautiful to look at but with very little story interaction you feel left alone in a galaxy running around planets aimlessly,like playing screensaver beautiful look little story interaction feel left alone galaxy running around planets aimlessly,1,0.6432890190512525
24865717.0,game right pretty barren content outside simply exploring. purchase new shipsgear craft upgrades isnt much,the game right now is pretty barren for content outside of simply exploring. you can purchase new shipsgear or craft upgrades but other than that there isnt much,1.0,2.5,1.0,"[""[('G',)]""]",TBD,0.759595845,TBD,0.24695,0.092079997062683,0.2947584232429446,0.2464183381088824,2.0,Negative,Neutral,-0.394262375,Positive,Negative,the game right now is pretty barren for content outside of simply exploring you can purchase new shipsgear or craft upgrades but other than that there isnt much,game right pretty barren content outside simply exploring purchase new shipsgear craft upgrades isnt much,1,0.8705173145779181
64131458.0,think game boring youre watching others playing know first point may boring trust need play get game exploration crafting fighting building trading etc,you think that this game is boring when youre watching others playing it i know at first point it may be a boring but trust me you need to play it yourself to get it that this game is not just about exploration crafting fighting building trading etc,1.0,0.0,1.0,"[""[('G',)]""]",TBD,0.67509604,TBD,0.3402,0.0966843962669372,0.0372449591813552,0.3401699090132206,1.0,Negative,Positive,-0.67509604,Positive,Negative,you think that this game is boring when youre watching others playing it i know at first point it may be a boring but trust me you need to play it yourself to get it that this game is not just about exploration crafting fighting building trading etc,think game boring youre watching others playing know first point may boring trust need play get game exploration crafting fighting building trading etc,1,0.8084153165909582
24901394.0,pros random planets supports different types play fight explore craft decent crafting system deep multiplayers want shoot ruin game makes learn play game. upgrade,pros 1 random planets 2 supports different types of play fight explore or craft 3 decent crafting system that is deep 4 no multiplayers who just want to shoot each other to ruin the game 5 makes you learn how to play the game. you can upgrade,1.0,16.0,1.0,"[""[('G',)]""]",TBD,0.718703215,TBD,-0.26335,0.1571642160415648,0.1701379841083351,-0.2666264515156084,2.0,Neutral,Negative,0.37542305,Negative,Positive,pros 1 random planets 2 supports different types of play fight explore or craft 3 decent crafting system that is deep 4 no multiplayers who just want to shoot each other to ruin the game 5 makes you learn how to play the game you can upgrade,pros random planets supports different types play fight explore craft decent crafting system deep multiplayers want shoot ruin game makes learn play game upgrade,1,0.9448709988754967
24875597.0,could nice indie space game becasue beautifull isnt much patchesupdates arent going able change,it could be a nice 15 indie space game becasue it is beautifull but there isnt much here and patchesupdates arent going to be able to change that,0.0,2.0,1.0,"[""[('G',)]""]",TBD,0.37578526,TBD,0.2263,0.127908706665039,-0.8749057349980728,0.2256572663751068,1.0,Negative,Positive,-0.37578526,Positive,Negative,it could be a nice 15 indie space game becasue it is beautifull but there isnt much here and patchesupdates arent going to be able to change that,could nice indie space game becasue beautifull isnt much patchesupdates arent going able change,1,0.6475716050495158
25188754.0,game legitimately nothing grind legitimate rewards look forward,this game is legitimately nothing but a grind with no legitimate rewards to look forward to,0.0,0.0,1.0,"[""[('G',)]""]",TBD,0.8891157,TBD,0.3291,0.3049531579017639,0.6894706539493325,0.3290102045945811,1.0,Negative,Positive,-0.8891157,Positive,Negative,this game is legitimately nothing but a grind with no legitimate rewards to look forward to,game legitimately nothing grind legitimate rewards look forward,1,0.6085094398659658
24963571.0,mean everyone else love slow paced centered around exploring finding way. game wont tell everything need invest time,that does not mean that everyone else will love it its slow paced and centered around exploring and finding your own way. the game wont tell you everything you need to invest time,1.0,1.5,1.0,"[""[('G',)]""]",TBD,0.503395515,TBD,0.31845,0.0871849358081817,-0.4860130172594606,0.3183029206253457,2.0,Negative,Neutral,-0.242486165,Positive,Negative,that does not mean that everyone else will love it its slow paced and centered around exploring and finding your own way the game wont tell you everything you need to invest time,mean everyone else love slow paced centered around exploring finding way game wont tell everything need invest time,1,0.5759537481253586
47558373.0,want spaceexploration game actually teaches play wont require jump different hoops order fucking fly ship enjoy game get elite dangerous,if you want a spaceexploration game that actually teaches you how to play and wont require you to jump through 10 different hoops in order to fucking fly your own ship and enjoy the game then get elite dangerous,0.0,5.0,1.0,"[""[('G',)]""]",TBD,0.4998857,TBD,0.4215,0.2720927596092224,-0.4967091912786235,0.4219072035389331,1.0,Negative,Positive,-0.4998857,Positive,Negative,if you want a spaceexploration game that actually teaches you how to play and wont require you to jump through 10 different hoops in order to fucking fly your own ship and enjoy the game then get elite dangerous,want spaceexploration game actually teaches play wont require jump different hoops order fucking fly ship enjoy game get elite dangerous,1,0.8752456931440155
26426911.0,kept playing hoping get real game depth intracacies implicity implied theyre sadly,i kept playing and just hoping id get to the real game that had the depth and intracacies that are implicity implied theyre just sadly not there,0.0,0.0,1.0,"[""[('G',)]""]",TBD,0.59216475,TBD,0.2023,0.0886861085891723,-0.2154884496945143,0.2015281757402101,1.0,Negative,Positive,-0.59216475,Positive,Negative,i kept playing and just hoping id get to the real game that had the depth and intracacies that are implicity implied theyre just sadly not there,kept playing hoping get real game depth intracacies implicity implied theyre sadly,1,0.7278043743365459
39441267.0,tried launch friend mine preordered first hours kind devolved pointless search materials craft minor upgrades,i tried it at launch as a friend of mine had preordered it and after the first few hours it just kind of devolved into a pointless search for materials to craft minor upgrades,0.0,1.0,1.0,"[""[('G',)]""]",TBD,0.6956509,TBD,0.4939,0.1225484609603881,0.0998859700322205,0.4946966269542048,1.0,Negative,Positive,-0.6956509,Positive,Negative,i tried it at launch as a friend of mine had preordered it and after the first few hours it just kind of devolved into a pointless search for materials to craft minor upgrades,tried launch friend mine preordered first hours kind devolved pointless search materials craft minor upgrades,1,0.5566765785470822
34326038.0,although game pretty poorly optimized almost straight lie minimum specs enjoyed game point couldnt stop playing,although the game is pretty poorly optimized and they almost straight up lie about the minimum specs i enjoyed the game to a point where i couldnt stop playing,1.0,0.0,1.0,"[""[('F',)]""]",TBD,0.46098346,TBD,0.8861,0.0977484583854675,-0.6226475976073362,0.8968034231059652,1.0,Negative,Positive,-0.46098346,Positive,Negative,although the game is pretty poorly optimized and they almost straight up lie about the minimum specs i enjoyed the game to a point where i couldnt stop playing,although game pretty poorly optimized almost straight lie minimum specs enjoyed game point couldnt stop playing,1,0.7092140373276795
43786297.0,major updates current iteration nms fair share bugs issues,as with all major updates the current iteration of nms has its fair share of bugs and issues,1.0,2.0,1.0,"[""[('F',)]""]",TBD,0.70348376,TBD,0.5423,0.4597516655921936,0.121016583077383,0.5506670022652909,1.0,Negative,Positive,-0.70348376,Positive,Negative,as with all major updates the current iteration of nms has its fair share of bugs and issues,major updates current iteration nms fair share bugs issues,1,0.6409285794284056
24950726.0,refunded less hours play decided get elsewhere either content added patches fix performance abysmal price drops inde game,i refunded this after less that 2 hours play and decided to get it elsewhere until there is either more content added patches to fix performance which is abysmal or the price drops to where it should be for an inde game,0.0,3.0,1.0,"[""[('F',)]""]",TBD,0.8384043,TBD,0.2815,0.0659171938896179,0.5347710107487706,0.2880946388119807,1.0,Negative,Positive,-0.8384043,Positive,Negative,i refunded this after less that 2 hours play and decided to get it elsewhere until there is either more content added patches to fix performance which is abysmal or the price drops to where it should be for an inde game,refunded less hours play decided get elsewhere either content added patches fix performance abysmal price drops inde game,1,0.8679996579444397
43795354.0,first game still riddled bugs brink becomes unplayable almost 20hours current save,first of the game is still so riddled with bugs to the brink it becomes unplayable im almost 20hours into the current save,0.0,2.0,1.0,"[""[('F',)]""]",TBD,0.9496873,TBD,0.4939,0.0534350872039794,0.8760373144157667,0.5019380820538637,1.0,Negative,Positive,-0.9496873,Positive,Negative,first of the game is still so riddled with bugs to the brink it becomes unplayable im almost 20hours into the current save,first game still riddled bugs brink becomes unplayable almost 20hours current save,1,0.7264614274481094
43985935.0,game still early access rampant bugs crashes fun bugs break game,this game should still be early access rampant bugs and crashes fun but the bugs break the game,0.0,0.0,1.0,"[""[('F',)]""]",TBD,0.8613573,TBD,0.2846,0.5694557428359985,0.6051598883677112,0.2912157060156053,1.0,Negative,Positive,-0.8613573,Positive,Negative,this game should still be early access rampant bugs and crashes fun but the bugs break the game,game still early access rampant bugs crashes fun bugs break game,1,0.8885150389973675
65436729.0,minecraft nicer graphics bugs crappier,minecraft with nicer graphics but more bugs and a crappier ui,0.0,0.0,1.0,"[""[('F',)]""]",TBD,0.73353565,TBD,0.2382,0.6572504043579102,0.213175290323837,0.244500377548452,1.0,Negative,Positive,-0.73353565,Positive,Negative,minecraft with nicer graphics but more bugs and a crappier ui,minecraft nicer graphics bugs crappier,1,0.5792319201392797
34363038.0,computer able handle occasionally gets high around fps constantly drops throughout entirety time playing,my computer is not able to handle it and occasionally gets to as high as around 20 fps and constantly drops throughout the entirety of my time playing it,0.0,3.0,1.0,"[""[('F',)]""]",TBD,0.87155014,TBD,0.2023,0.1285954713821411,0.636417787873198,0.2083564057387363,1.0,Negative,Positive,-0.87155014,Positive,Negative,my computer is not able to handle it and occasionally gets to as high as around 20 fps and constantly drops throughout the entirety of my time playing it,computer able handle occasionally gets high around fps constantly drops throughout entirety time playing,1,0.5945235952030616
34248916.0,way save starting game yet graphics settings require reboot,no way to save after starting game and yet most graphics settings require a reboot,0.0,1.0,1.0,"[""[('F',)]""]",TBD,0.7440506,TBD,0.25,0.2366737723350525,0.2454209893052024,0.2563805688396678,1.0,Negative,Positive,-0.7440506,Positive,Negative,no way to save after starting game and yet most graphics settings require a reboot,way save starting game yet graphics settings require reboot,1,0.5654287983068512
34823713.0,fixed problems seen launch added loads content launch,they fixed most of the problems seen at launch and added loads of content that should have been in the launch,1.0,0.0,1.0,"[""[('F',)]""]",TBD,0.56010044,TBD,-0.4522,0.6898579001426697,-0.3186902510653165,-0.4505914925748804,1.0,Positive,Negative,0.56010044,Negative,Positive,they fixed most of the problems seen at launch and added loads of content that should have been in the launch,fixed problems seen launch added loads content launch,1,0.7467729194745806
43956253.0,good game bugs make near unplayable,its a good game but the bugs make it near unplayable,0.0,0.0,1.0,"[""[('F',)]""]",TBD,0.8601133,TBD,0.2382,0.4432132840156555,0.6013449725066924,0.244500377548452,1.0,Negative,Positive,-0.8601133,Positive,Negative,its a good game but the bugs make it near unplayable,good game bugs make near unplayable,1,0.7944048243014327
54705507.0,barely even game. hand least able get game,barely even a game here. i on the other hand at least was able to get into the game,0.0,2.0,1.0,"[""[('F',)]""]",TBD,0.6284829350000001,TBD,0.24695,0.1731044650077819,-0.1089848935158541,0.2533098414296501,2.0,Negative,Neutral,-0.314572485,Positive,Negative,barely even a game here i on the other hand at least was able to get into the game,barely even game hand least able get game,1,0.6612192572570196
24869948.0,must one problems playing nms like game alot although say see issues fps could better agree rest negative posts frame rate getting bit low high end system run charancters eve online monitors issues 1080p 60fps,i must be one of the few that has had no problems playing nms i like the game alot although i have to say that i did see issues with fps it could be better so i do agree with the rest of the negative posts on the frame rate getting a bit low for a high end system i run 2 charancters on eve online on 2 monitors with no issues at all both on 1080p at 60fps,1.0,0.0,1.0,"[""[('F',)]""]",TBD,0.7613053,TBD,-0.4445,0.0448880195617675,0.2983351602916326,-0.442839164359426,1.0,Positive,Negative,0.7613053,Negative,Positive,i must be one of the few that has had no problems playing nms i like the game alot although i have to say that i did see issues with fps it could be better so i do agree with the rest of the negative posts on the frame rate getting a bit low for a high end system i run 2 charancters on eve online on 2 monitors with no issues at all both on 1080p at 60fps,must one problems playing nms like game alot although say see issues fps could better agree rest negative posts frame rate getting bit low high end system run charancters eve online monitors issues 1080p 60fps,1,0.9490854918521205
24859257.0,runs well crashes stutters bit entering new planet,runs well for me with no crashes only stutters a bit when entering a new planet,1.0,0.0,1.0,"[""[('F',)]""]",TBD,0.66950387,TBD,-0.2732,0.4842336773872375,0.0168120643340787,-0.2703750314623709,1.0,Positive,Negative,0.66950387,Negative,Positive,runs well for me with no crashes only stutters a bit when entering a new planet,runs well crashes stutters bit entering new planet,1,0.5553941411329274
24874828.0,sure buggy know completely fine others unplayable,sure its buggy now and i know for some its completely fine and for others its unplayable,1.0,16.0,1.0,"[""[('F',)]""]",TBD,0.72737074,TBD,0.5256,0.2327762842178344,0.1942696529116565,0.533853511200604,1.0,Negative,Positive,-0.72737074,Positive,Negative,sure its buggy now and i know for some its completely fine and for others its unplayable,sure buggy know completely fine others unplayable,1,0.5638320445136412
25039662.0,tried multiplayer many bugs. guess better things fix bugs,tried multiplayer so many bugs. guess they had better things to do than fix bugs,0.0,2.0,1.0,"[""[('F',)]""]",TBD,0.7976631750000001,TBD,0.2202,0.6299315989017487,0.3524392348562207,0.2263780518499873,2.0,Negative,Neutral,-0.7976631750000001,Positive,Negative,tried multiplayer so many bugs guess they had better things to do than fix bugs,tried multiplayer many bugs guess better things fix bugs,1,0.6426258700092018
24981386.0,get giant fucking dinosars fair wings tiny bugs look like covered rocks camoflage lie human designed,you get giant fucking dinosars with fair wings or tiny bugs which look like they are covered in rocks to camoflage themselves when they lie down no human being designed this,1.0,2.0,1.0,"[""[('U',)]""]",TBD,0.91959286,TBD,0.4336,0.6365882158279419,0.7846903053617145,0.4399434999747769,1.0,Negative,Positive,-0.91959286,Positive,Negative,you get giant fucking dinosars with fair wings or tiny bugs which look like they are covered in rocks to camoflage themselves when they lie down no human being designed this,get giant fucking dinosars fair wings tiny bugs look like covered rocks camoflage lie human designed,0,0.3389443028300841
58341231.0,need intensely engaged times probably,if you need to be intensely engaged at all times probably not for you,1.0,9.0,1.0,"[""[('U',)]""]",TBD,0.54742914,TBD,0.4576,0.0804415345191955,-0.35151320150195,0.4641577964990164,1.0,Negative,Positive,-0.54742914,Positive,Negative,if you need to be intensely engaged at all times probably not for you,need intensely engaged times probably,0,0.2880188772944478
61441604.0,clunky hollow felt like chore play,it was clunky hollow and felt like a chore to play,1.0,1.0,1.0,"[""[('U',)]""]",TBD,0.9083039,TBD,0.5994,0.2110257148742675,0.7502254845004992,0.6072239317963981,1.0,Negative,Positive,-0.9083039,Positive,Negative,it was clunky hollow and felt like a chore to play,clunky hollow felt like chore play,0,0.27416733268101706
43750092.0,fun dieing like milllion times tutorial,have fun dieing like 50 milllion times in the tutorial,0.0,0.0,1.0,"[""[('U',)]""]",TBD,0.43443447,TBD,0.7003,0.9221600890159608,-0.0542141113090676,0.7090248701003887,1.0,Negative,Positive,-0.43443447,Positive,Negative,have fun dieing like 50 milllion times in the tutorial,fun dieing like milllion times tutorial,0,0.1567788080357906
25192796.0,cant fully control ship wont lower ground point,cant fully control your ship it wont go any lower to the ground after a point,0.0,3.0,1.0,"[""[('U',)]""]",TBD,0.6431814,TBD,0.2235,0.0332416296005249,-0.0591847241261287,0.2279675124854967,1.0,Negative,Positive,-0.6431814,Positive,Negative,cant fully control your ship it wont go any lower to the ground after a point,cant fully control ship wont lower ground point,0,0.29616631439332547
24918862.0,lucky enough stabilitycrashinglaunch issues many many others reported several specific gripes user interface abysmal,i have been lucky enough not to have the stabilitycrashinglaunch issues many many others have reported but i do have several specific gripes the user interface is abysmal,1.0,8.0,1.0,"[""[('U',)]""]",TBD,0.8848126,TBD,0.2263,0.0731278657913208,0.678507323899604,0.230792513746658,1.0,Negative,Positive,-0.8848126,Positive,Negative,i have been lucky enough not to have the stabilitycrashinglaunch issues many many others have reported but i do have several specific gripes the user interface is abysmal,lucky enough stabilitycrashinglaunch issues many many others reported several specific gripes user interface abysmal,0,0.5
25124261.0,planet youll spend lot time mining fine creativity lacking,when on a planet youll spend a lot of time mining which is fine but the creativity is lacking,1.0,25.0,1.0,"[""[('U',)]""]",TBD,0.5448463,TBD,0.5859,0.531664252281189,-0.3593985264489053,0.5936033900015134,1.0,Negative,Positive,-0.5448463,Positive,Negative,when on a planet youll spend a lot of time mining which is fine but the creativity is lacking,planet youll spend lot time mining fine creativity lacking,0,0.4850093284171741
